probeName	baseMean	pvalue	padj	FC	signFCPosPadjFilter	signFCNegPadjFilter	MedianFilterOut	myfileName	entrezID	geneSymbol
BPHL_28205	785.630392255139	5.30567996010949e-11	5.88422484937675e-10	-1.89565108375238	0	1	0	PFOA50vsDMSO.txt	670	BPHL
PIK3R1_15690	257.509174394059	5.98745955720611e-11	6.60521332104483e-10	-2.78593247496757	0	1	0	PFOA50vsDMSO.txt	5295	PIK3R1
ATG3_504	451.058032489589	6.47682292587329e-11	7.10746094760306e-10	1.79476548883122	1	0	0	PFOA50vsDMSO.txt	64422	ATG3
HSP90AB1_3128	1689.28377464922	7.57531768588874e-11	8.26939129585237e-10	1.72298601213549	1	0	0	PFOA50vsDMSO.txt	3326	HSP90AB1
BHLHE40_689	176.062539248216	8.95024680541217e-11	9.71940864025227e-10	-4.01151603143317	0	1	0	PFOA50vsDMSO.txt	8553	BHLHE40
ACSL5_23312	654.815637399386	1.05925290619065e-10	1.14432244010752e-09	1.97134438262468	1	0	0	PFOA50vsDMSO.txt	51703	ACSL5
TNFRSF10B_23818	381.500150949023	2.06295628690442e-10	2.21714631865759e-09	2.01016837431957	1	0	0	PFOA50vsDMSO.txt	8795	TNFRSF10B
MDM2_23384	2802.33170380595	2.11610834999789e-10	2.2626081588439e-09	1.88949758843518	1	0	0	PFOA50vsDMSO.txt	4193	MDM2
SLC25A4_6406	650.372656598803	2.1786960876019e-10	2.31764354216835e-09	1.67851164917236	1	0	0	PFOA50vsDMSO.txt	291	SLC25A4
ACAT1_22692	1857.52469915638	2.31593556668729e-10	2.45112977489493e-09	-1.76770705680864	0	1	0	PFOA50vsDMSO.txt	38	ACAT1
SPOPL_12140	275.878303925482	2.75908111158765e-10	2.90539601902033e-09	2.13483140985894	1	0	0	PFOA50vsDMSO.txt	339745	SPOPL
ID2_3198	732.349461007776	2.99187399751075e-10	3.13470215317081e-09	-2.1508886527841	0	1	0	PFOA50vsDMSO.txt	3398	ID2
CLIC4_1388	1497.80546123363	3.08966426185026e-10	3.2209749929789e-09	-1.67933947313781	0	1	0	PFOA50vsDMSO.txt	25932	CLIC4
COL16A1_11319	58.7543233947251	4.57143082576016e-10	4.74200660284076e-09	6.97533263194295	1	0	0	PFOA50vsDMSO.txt	1307	COL16A1
IGFBP1_10877	157.881140861788	4.94358092198674e-10	5.10265654571404e-09	8.29120221708793	1	0	0	PFOA50vsDMSO.txt	3484	IGFBP1
CRELD2_1561	298.616850846448	6.57130884507093e-10	6.74934923249896e-09	-2.32937758216851	0	1	0	PFOA50vsDMSO.txt	79174	CRELD2
CYP1A2_1699	29.4360397814583	7.73343320310838e-10	7.90402364141224e-09	-19.0257114814469	0	1	0	PFOA50vsDMSO.txt	1544	CYP1A2
CYP2C9_12062	7021.11665744802	8.05017696831989e-10	8.16883524024276e-09	-1.81680278604094	0	1	0	PFOA50vsDMSO.txt	1559	CYP2C9
PSAT1_10692	190.116852807687	8.07088757549165e-10	8.16883524024276e-09	2.46756833762236	1	0	0	PFOA50vsDMSO.txt	29968	PSAT1
RPL4_5948	7301.84608249516	1.05991958308004e-09	1.06760015976903e-08	1.48135372848249	0	0	0	PFOA50vsDMSO.txt	6124	RPL4
SCARB1_6117	268.904009333063	1.11395117241654e-09	1.11662893965793e-08	-1.99752987302645	0	1	0	PFOA50vsDMSO.txt	949	SCARB1
RPL24_5926	3344.49149916901	1.14505840867479e-09	1.14231903449136e-08	1.58257356255051	1	0	0	PFOA50vsDMSO.txt	6152	RPL24
H1F0_22378	335.991812384863	1.27325026410076e-09	1.26415561935718e-08	1.91852027563075	1	0	0	PFOA50vsDMSO.txt	3005	H1F0
RNF19B_24383	101.343831893598	1.28697792531864e-09	1.27172937170112e-08	2.89120671115586	1	0	0	PFOA50vsDMSO.txt	127544	RNF19B
SERPINA3_17487	164.509712329423	1.50702732273883e-09	1.48214715467475e-08	-3.97648338359962	0	1	0	PFOA50vsDMSO.txt	12	SERPINA3
